city_key,country_key,city,country,latitude,longitude,status,source,geoname_id,match_name,notes
noida,india,Noida,India,28.58,77.33,resolved,GeoNames cities500,7279746,Noida,canonical/ascii match
nokesville,usa,Nokesville,USA,38.69873,-77.57971,resolved,GeoNames cities500,4776181,Nokesville,canonical/ascii match
nufringen,germany,Nufringen,Germany,48.62253,8.89009,resolved,GeoNames cities500,2861690,Nufringen,canonical/ascii match
nussloch,germany,Nußloch,Germany,49.32389,8.69556,resolved,GeoNames cities500,2861579,Nußloch,canonical/ascii match
nürnberg,germany,Nürnberg,Germany,49.45421,11.07752,resolved,GeoNames cities500,2861650,Nuremberg,unambiguous alternate-name match
oakland,united states of america,Oakland,United States of America,37.80437,-122.2708,resolved,GeoNames cities500,5378538,Oakland,canonical/ascii match
orlando,united states,Orlando,United States,28.53834,-81.37924,resolved,GeoNames cities500,4167147,Orlando,canonical/ascii match
oyo,nigeria,Oyo,Nigeria,7.85367,3.93235,resolved,GeoNames cities500,2325200,Oyo,canonical/ascii match
paderborn,germany,Paderborn,Germany,51.71905,8.75439,resolved,GeoNames cities500,2855745,Paderborn,canonical/ascii match
palo alto,united states,Palo Alto,United States,37.44188,-122.14302,resolved,GeoNames cities500,5380748,Palo Alto,canonical/ascii match
paphos,cyprus,Paphos,Cyprus,34.77679,32.42451,resolved,GeoNames cities500,146214,Paphos,canonical/ascii match
paris,france,Paris,France,48.85341,2.3488,resolved,GeoNames cities500,2988507,Paris,canonical/ascii match
parker,united states,Parker,United States,39.5186,-104.76136,resolved,GeoNames cities500,5434006,Parker,canonical/ascii match
peshawar,pakistan,Peshawar,Pakistan,34.008,71.57849,resolved,GeoNames cities500,1168197,Peshawar,canonical/ascii match
philadelphia,united states,Philadelphia,United States,39.95238,-75.16362,resolved,GeoNames cities500,4560349,Philadelphia,canonical/ascii match
philadelphia,united states of america,Philadelphia,United States of America,39.95238,-75.16362,resolved,GeoNames cities500,4560349,Philadelphia,canonical/ascii match
powell,united states of america,Powell,United States of America,40.15784,-83.07519,resolved,GeoNames cities500,5167350,Powell,canonical/ascii match
prato,italy,Prato,Italy,43.8805,11.09699,resolved,GeoNames cities500,3169921,Prato,canonical/ascii match
prayagraj,india,Prayagraj,India,25.44478,81.84322,resolved,GeoNames cities500,1278994,Prayagraj,canonical/ascii match
pucheng,malaysia,Pucheng,Malaysia,3.0,101.61667,resolved,GeoNames cities500,1749822,Puchong,canonical/ascii match
puebla,mexico,Puebla,Mexico,19.04778,-98.20723,resolved,GeoNames cities500,3521081,Puebla,canonical/ascii match
pune,india,Pune,India,18.51957,73.85535,resolved,GeoNames cities500,1259229,Pune,canonical/ascii match
quillacollo,bolivia,QUILLACOLLO,Bolivia,-17.39228,-66.27838,resolved,GeoNames cities500,3906791,Quillacollo,canonical/ascii match
quincy,united states,Quincy,United States,42.25288,-71.00227,resolved,GeoNames cities500,4948247,Quincy,canonical/ascii match
rabat,morocco,Rabat,Morocco,34.01325,-6.83255,resolved,GeoNames cities500,2538475,Rabat,canonical/ascii match
"rabat, rabat-salé-kénitra",maroc,"Rabat, Rabat-Salé-Kénitra",Maroc,34.01325,-6.83255,resolved,GeoNames cities500,2538475,Rabat,canonical/ascii match
rades,tunisia,rades,Tunisia,36.76946,10.27468,resolved,GeoNames cities500,2467815,Radès,canonical/ascii match
rajam,india,Rajam,India,18.44909,83.65957,resolved,GeoNames cities500,1258270,Rāzām,unambiguous alternate-name match
ranchi,india,Ranchi,India,23.34316,85.3094,resolved,GeoNames cities500,1258526,Ranchi,canonical/ascii match
rawalpindi,pakistan,Rawalpindi,Pakistan,33.59733,73.0479,resolved,GeoNames cities500,1166993,Rawalpindi,canonical/ascii match
rennes,france,Rennes,France,48.11109,-1.67431,resolved,GeoNames cities500,2983990,Rennes,canonical/ascii match
renton,united states,Renton,United States,47.48288,-122.21707,resolved,GeoNames cities500,5808189,Renton,canonical/ascii match
richmond,united states,Richmond,United States,37.55376,-77.46026,resolved,GeoNames cities500,4781708,Richmond,canonical/ascii match
rochester,united states,Rochester,United States,43.15478,-77.61556,resolved,GeoNames cities500,5134086,Rochester,canonical/ascii match
saint cloud,united states,Saint Cloud,United States,45.5608,-94.16249,resolved,GeoNames cities500,5044407,Saint Cloud,canonical/ascii match
saint paul,united states of america,SAINT PAUL,United States of America,44.94441,-93.09327,resolved,GeoNames cities500,5045360,Saint Paul,canonical/ascii match
saint petersburg,russia,Saint Petersburg,Russia,59.93863,30.31413,resolved,GeoNames cities500,498817,Saint Petersburg,canonical/ascii match
san francisco,albania,San Francisco,Albania,,,unresolved,GeoNames cities500,,,No exact city/country match; review required
san francisco,united states,San Francisco,United States,37.77493,-122.41942,resolved,GeoNames cities500,5391959,San Francisco,canonical/ascii match
san francisco,united states of america,San Francisco,United States of America,37.77493,-122.41942,resolved,GeoNames cities500,5391959,San Francisco,canonical/ascii match
san francisco,us,San Francisco,US,37.77493,-122.41942,resolved,GeoNames cities500,5391959,San Francisco,canonical/ascii match
san francisco,usa,San Francisco,USA,37.77493,-122.41942,resolved,GeoNames cities500,5391959,San Francisco,canonical/ascii match
san jose,united states,San Jose,United States,37.33939,-121.89496,resolved,GeoNames cities500,5392171,San Jose,canonical/ascii match
san jose,united states of america,San Jose,United States of America,37.33939,-121.89496,resolved,GeoNames cities500,5392171,San Jose,canonical/ascii match
san mateo,united states,San Mateo,United States,37.56299,-122.32553,resolved,GeoNames cities500,5392423,San Mateo,canonical/ascii match
san ramon,united states,San Ramon,United States,37.77993,-121.97802,resolved,GeoNames cities500,5392593,San Ramon,canonical/ascii match
santa clara,united states,Santa Clara,United States,37.35411,-121.95524,resolved,GeoNames cities500,5393015,Santa Clara,canonical/ascii match
santa cruz,united states,Santa Cruz,United States,36.97412,-122.0308,resolved,GeoNames cities500,5393052,Santa Cruz,canonical/ascii match
schmalkalden,germany,Schmalkalden,Germany,50.72136,10.44386,resolved,GeoNames cities500,2838059,Schmalkalden,canonical/ascii match
seattle,united states,Seattle,United States,47.60621,-122.33207,resolved,GeoNames cities500,5809844,Seattle,canonical/ascii match
seoul,south korea,Seoul,South Korea,37.566,126.9784,resolved,GeoNames cities500,1835848,Seoul,canonical/ascii match
settat,morocco,settat,morocco,33.00103,-7.61662,resolved,GeoNames cities500,2537406,Settat,canonical/ascii match
sfax,tunisia,Sfax,Tunisia,34.74056,10.76028,resolved,GeoNames cities500,2467454,Sfax,canonical/ascii match
sharjah,united arab emirates,Sharjah,United Arab Emirates,25.3342,55.41221,resolved,GeoNames cities500,292672,Sharjah,canonical/ascii match
sheikhupura,pakistan,Sheikhupura,Pakistan,31.71287,73.98556,resolved,GeoNames cities500,1165221,Shekhupura,unambiguous alternate-name match
sialkot,pakistan,Sialkot,Pakistan,32.49268,74.53134,resolved,GeoNames cities500,1164909,Sialkot,canonical/ascii match
singapore,singapore,Singapore,Singapore,1.28967,103.85007,resolved,GeoNames cities500,1880252,Singapore,canonical/ascii match
stanford,germany,Stanford,Germany,,,unresolved,GeoNames cities500,,,No exact city/country match; review required
stanford,united states,Stanford,United States,37.42411,-122.16608,resolved,GeoNames cities500,5398563,Stanford,canonical/ascii match
state of mexico,mexico,State of Mexico,Mexico,,,unresolved,GeoNames cities500,,,No exact city/country match; review required
stockholm,sweden,Stockholm,Sweden,59.32938,18.06871,resolved,GeoNames cities500,2673730,Stockholm,canonical/ascii match
stuttgart,germany,Stuttgart,Germany,48.78232,9.17702,resolved,GeoNames cities500,2825297,Stuttgart,canonical/ascii match
sunnyvale,united states,Sunnyvale,United States,37.36883,-122.03635,resolved,GeoNames cities500,5400075,Sunnyvale,canonical/ascii match
sunnyvale,united states of america,Sunnyvale,United States of America,37.36883,-122.03635,resolved,GeoNames cities500,5400075,Sunnyvale,canonical/ascii match
sydney,australia,Sydney,Australia,-33.86785,151.20732,resolved,GeoNames cities500,2147714,Sydney,canonical/ascii match
são paulo - capital,brazil,São Paulo - Capital,Brazil,-23.5475,-46.63611,resolved,GeoNames cities500,3448439,São Paulo,canonical/ascii match
talence,france,Talence,France,44.80849,-0.58915,resolved,GeoNames cities500,2973495,Talence,canonical/ascii match
tamboerskloof,south africa,Tamboerskloof,South Africa,,,unresolved,GeoNames cities500,,,No exact city/country match; review required
taroudant,maroc,TAROUDANT,Maroc,30.47028,-8.87695,resolved,GeoNames cities500,2529649,Taroudant,canonical/ascii match
texas city,united states,Texas City,United States,29.38385,-94.9027,resolved,GeoNames cities500,4736134,Texas City,canonical/ascii match
tirschenreuth,germany,Tirschenreuth,Germany,49.88263,12.33112,resolved,GeoNames cities500,2822100,Tirschenreuth,canonical/ascii match
topi,pakistan,Topi,Pakistan,34.07034,72.62147,resolved,GeoNames cities500,1163224,Topi,canonical/ascii match
toronto,canada,Toronto,Canada,43.70643,-79.39864,resolved,GeoNames cities500,6167865,Toronto,canonical/ascii match
toulouse,france,Toulouse,France,43.60426,1.44367,resolved,GeoNames cities500,2972315,Toulouse,canonical/ascii match
tunis,tunisia,Tunis,Tunisia,36.81897,10.16579,resolved,GeoNames cities500,2464470,Tunis,canonical/ascii match
tétouan,morocco,Tétouan,Morocco,35.57845,-5.36837,resolved,GeoNames cities500,2528910,Tétouan,canonical/ascii match
vanadzor,armenia,Vanadzor,Armenia,40.8074,44.49704,resolved,GeoNames cities500,616530,Vanadzor,canonical/ascii match
vancouver,canada,Vancouver,Canada,49.24966,-123.11934,resolved,GeoNames cities500,6173331,Vancouver,canonical/ascii match
vienna,australia,Vienna,Australia,,,unresolved,GeoNames cities500,,,No exact city/country match; review required
vienna,austria,Vienna,Austria,48.20849,16.37208,resolved,GeoNames cities500,2761369,Vienna,canonical/ascii match
vijayawada,india,Vijayawada,India,16.50745,80.6466,resolved,GeoNames cities500,1253184,Vijayawada,canonical/ascii match
virudunagar,india,Virudunagar,India,9.58509,77.95787,resolved,GeoNames cities500,1253113,Virudunagar,canonical/ascii match
visakhapatnam,india,Visakhapatnam,India,17.68009,83.20161,resolved,GeoNames cities500,1253102,Visakhapatnam,canonical/ascii match
watford,united kingdom,Watford,United Kingdom,51.65531,-0.39602,resolved,GeoNames cities500,2634677,Watford,canonical/ascii match
white plains,united states,White Plains,United States,41.03399,-73.76291,resolved,GeoNames cities500,5144336,White Plains,canonical/ascii match
wollongong,australia,Wollongong,Australia,-34.424,150.89345,resolved,GeoNames cities500,2171507,Wollongong,canonical/ascii match
würzburg,germany,Würzburg,Germany,49.79391,9.95121,resolved,GeoNames cities500,2805615,Würzburg,canonical/ascii match
yaba,nigeria,Yaba,Nigeria,6.45407,3.39467,resolved,GeoNames cities500,2332459,Lagos,canonical/ascii match
yerevan,armenia,Yerevan,Armenia,40.17765,44.5126,resolved,GeoNames cities500,616052,Yerevan,canonical/ascii match
zaria,nigeria,Zaria,Nigeria,11.11128,7.7227,resolved,GeoNames cities500,2317765,Zaria,canonical/ascii match
zarqa,jordan,Zarqa,Jordan,32.07275,36.08796,resolved,GeoNames cities500,250090,Zarqa,canonical/ascii match
zurich,switzerland,Zurich,Switzerland,47.36667,8.55,resolved,GeoNames cities500,2657896,Zürich,unambiguous alternate-name match
zürich,switzerland,Zürich,Switzerland,47.36667,8.55,resolved,GeoNames cities500,2657896,Zürich,canonical/ascii match
zürich (kreis 6),switzerland,Zürich (Kreis 6),Switzerland,47.39223,8.54381,resolved,GeoNames cities500,6295550,Zürich (Kreis 6),canonical/ascii match
